exemplar_id,ticker,timing_mode,session,h1_outcome,bucket,fired_faithful_expected,fired_isolated_expected,fired_classes_faithful,fired_classes_isolated
twosmw-affy-2012,AFFY,window_sweep,2012-06-28,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-06-29,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-02,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-03,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-05,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-06,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-09,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-10,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-11,skip_gate_rejection,skip,False,False,,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-12,skip_gate_rejection,skip,False,False,high_tight_flag,high_tight_flag
twosmw-affy-2012,AFFY,window_sweep,2012-07-13,skip_gate_rejection,skip,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-16,skip_gate_rejection,skip,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-17,skip_gate_rejection,skip,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-18,skip_gate_rejection,skip,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-19,skip_gate_rejection,skip,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-20,surfaced_watch,watch,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-23,skip_gate_rejection,skip,False,False,,
twosmw-affy-2012,AFFY,window_sweep,2012-07-24,skip_gate_rejection,skip,False,False,,
